中文,繁體,英文,拼音,领域,适用法域,来源地区,类型,来源语境,学习注释,来源记录,条目ID,数据许可,译文审核,中文释义,译法说明,法律依据
增值税纳税人,增值稅納稅人,VAT taxpayer,zeng1 zhi2 shui4 na4 shui4 ren2,tax,CN,INTERNATIONAL,role,中华人民共和国增值税法（2024通过）,第三条明确单位和个人（包括个体工商户）可以成为增值税纳税人；是否纳税仍需结合交易是否属于法定范围以及其他规定判断。,oll-cn-tax-trade:cn-vat-taxpayer,cn-vat-taxpayer,CC-BY-4.0,project_authored,在境内发生应税交易或者进口货物，依法负有缴纳增值税义务的单位和个人。,项目释译，非官方译文；taxpayer 表示依法负有增值税纳税义务的主体。,中华人民共和国增值税法（2024通过） 第3条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5237365/content.html
增值税零税率,增值稅零稅率,zero VAT rate,zeng1 zhi2 shui4 ling2 shui4 lv4,tax,CN,INTERNATIONAL,term,中华人民共和国增值税法（2024通过）,零税率是税率规则，不等同于“免征增值税”。第十条第四、第五项规定零税率；第二十四条另行列示免税项目。,oll-cn-tax-trade:cn-vat-zero-rate,cn-vat-zero-rate,CC-BY-4.0,project_authored,对法律规定的特定出口货物以及国务院规定范围内的跨境服务、无形资产适用百分之零的增值税税率。,项目释译，非官方译文；zero VAT rate 专指税率为零的处理，避免与 VAT exemption 混用。,"中华人民共和国增值税法（2024通过） 第10,24条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5237365/content.html"
复制权,複製權,right of reproduction,fu4 zhi4 quan2,intellectual_property,CN,INTERNATIONAL,term,中华人民共和国著作权法（2020修正）,数字化复制也在条文列举中，不能仅按实体复印理解。,oll-cn-core:cn-reproduction-right,cn-reproduction-right,CC-BY-4.0,project_authored,以印刷、复印、录音录像、数字化等方式把作品制作一份或多份的权利。,项目释译，非官方译文；reproduction 与向公众提供复制件的 distribution 分开。,中华人民共和国著作权法（2020修正） 第10条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html
复合计征,複合計徵,compound duty assessment,fu4 he2 ji4 zheng1,"tax,trade",CN,INTERNATIONAL,action,中华人民共和国关税法（2024）,第二十三条对复合计征给出加总公式；它不是在从价和从量之间任选一种。,oll-cn-tax-trade:cn-customs-compound-duty,cn-customs-compound-duty,CC-BY-4.0,project_authored,将从价部分与从量部分合并，按计税价格乘比例税率与货物数量乘定额税率之和计算关税应纳税额的方式。,项目释译，非官方译文；compound duty assessment 对应法条中的复合计征。,中华人民共和国关税法（2024） 第23条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5234556/content.html
外国仲裁裁决承认与执行,外國仲裁裁決承認與執行,recognition and enforcement of a foreign arbitral award,wai4 guo2 zhong4 cai2 cai2 jue2 cheng2 ren4 yu3 zhi2 xing2,dispute_resolution,CN,INTERNATIONAL,term,中华人民共和国仲裁法（2025修订）,人民法院依中国缔结或参加的国际条约或者互惠原则办理；法院连接点依被执行人住所、财产或其他法定适当联系确定。,oll-cn-dispute-resolution:cn-arb-recognize-enforce-foreign-award,cn-arb-recognize-enforce-foreign-award,CC-BY-4.0,project_authored,在中华人民共和国领域外作出的生效仲裁裁决，需要在中国获得效力并强制实现时，依法向有管辖权的中级人民法院申请承认和执行。,"项目释译，非官方译文；recognition and enforcement is the conventional expression, while jurisdiction and grounds remain governed by applicable PRC law and treaties.",中华人民共和国仲裁法（2025修订） 第88条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718
夫妻共同债务,夫妻共同債務,joint marital debt,fu1 qi1 gong4 tong2 zhai4 wu4,family,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,超出家庭日常生活需要的单方债务原则上不属于共同债务，债权人证明法定例外的除外。,oll-cn-core:cn-marital-joint-debt,cn-marital-joint-debt,CC-BY-4.0,project_authored,依夫妻共同意思表示，或一方为家庭日常生活需要等法定情形所负的夫妻债务。,项目释译，非官方译文；joint marital debt 不等于婚内任何债务。,中华人民共和国民法典（2020） 第1064条 https://www.court.gov.cn/zixun/xiangqing/233181.html
委托作品,委託作品,commissioned work,wei3 tuo1 zuo4 pin3,intellectual_property,CN,INTERNATIONAL,term,中华人民共和国著作权法（2020修正）,没有订立合同或未明确约定时，著作权属于受托人。,oll-cn-core:cn-commissioned-work,cn-commissioned-work,CC-BY-4.0,project_authored,受委托而创作的作品，其著作权归属可由委托人与受托人通过合同约定。,项目释译，非官方译文；不按付款者当然拥有著作权理解 commissioned work。,中华人民共和国著作权法（2020修正） 第19条 https://www.ncac.gov.cn/xxfb/flfg/flfg_532/202103/t20210309_50530.html
委托处理,委託處理,entrusted processing of personal information,wei3 tuo1 chu3 li3,privacy,CN,INTERNATIONAL,term,中华人民共和国个人信息保护法（2021）,应约定目的、期限、方式等并进行监督；未经同意，受托人不得转委托。,oll-cn-core:cn-entrusted-processing,cn-entrusted-processing,CC-BY-4.0,project_authored,个人信息处理者将特定处理活动交由受托人按约定实施的安排。,项目释译，非官方译文；本词限定个人信息保护法语境。,中华人民共和国个人信息保护法（2021） 第21条 https://www.cac.gov.cn/2021-08/20/c_1631050028355286.htm
完全民事行为能力,完全民事行爲能力,full capacity for civil juristic acts,wan2 quan2 min2 shi4 xing2 wei2 neng2 li4,civil,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,成年人原则上具有完全行为能力；以劳动收入为主要生活来源的十六周岁以上未成年人，法律视为具有完全行为能力。,oll-cn-core:cn-full-capacity,cn-full-capacity,CC-BY-4.0,project_authored,能够独立实施民事法律行为的行为能力。,项目释译，非官方译文；这里的 capacity 是法律行为能力，不是身体或工作能力。,中华人民共和国民法典（2020） 第18条 https://www.court.gov.cn/zixun/xiangqing/233181.html
定金,定金,earnest money securing performance,ding4 jin1,contracts,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,有效定金部分不得超过主合同标的额的百分之二十；违约效果须结合是否不能实现合同目的判断。,oll-cn-core:cn-earnest-money,cn-earnest-money,CC-BY-4.0,project_authored,当事人实际交付、用于担保债权并适用法定定金效果的款项。,项目释译，非官方译文；本条对应定金，不将普通预付款或订金自动纳入该制度。,"中华人民共和国民法典（2020） 第586,587条 https://www.court.gov.cn/zixun/xiangqing/233181.html"
实际控制人,實際控制人,actual controller,shi2 ji4 kong4 zhi4 ren2,company,CN,INTERNATIONAL,role,中华人民共和国公司法（2023修订）,判断核心是实际支配能力，不能仅凭登记的股东名单判断。,oll-cn-core:cn-actual-controller,cn-actual-controller,CC-BY-4.0,project_authored,通过投资关系、协议或者其他安排能够实际支配公司行为的人。,项目释译，非官方译文；与 controlling shareholder 分开标注。,中华人民共和国公司法（2023修订） 第265条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5233383/content.html
对单位行贿,對單位行賄,offering bribes to an entity,dui4 dan1 wei4 xing2 hui4,criminal,CN,INTERNATIONAL,term,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,刑法修正案（十二）调整了第三百九十一条的刑罚档次；单位实施前款行为的，条文另有对单位及责任人员的处罚规定。,oll-cn-criminal:cn-bribery-to-entity,cn-bribery-to-entity,CC-BY-4.0,project_authored,为谋取不正当利益，给予国家机关、国有公司、企业、事业单位、人民团体财物，或者在经济往来中违反国家规定给予回扣、手续费并达到法定条件的行为。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第391条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
对外贸易,對外貿易,foreign trade,dui4 wai4 mao4 yi4,trade,CN,INTERNATIONAL,term,中华人民共和国对外贸易法（2025第二次修订）,第二条给出法定范围；本法同时适用于与对外贸易有关的知识产权保护。第八十二条又明确中华人民共和国单独关税区不适用本法。,oll-cn-tax-trade:cn-foreign-trade,cn-foreign-trade,CC-BY-4.0,project_authored,《对外贸易法》所称的货物进出口、技术进出口和国际服务贸易。,项目释译，非官方译文；foreign trade 按本法定义使用，不泛化到所有跨境经济活动。,"中华人民共和国对外贸易法（2025第二次修订） 第2,82条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html"
对外贸易救济措施,對外貿易救濟措施,trade remedy measures,dui4 wai4 mao4 yi4 jiu4 ji4 cuo4 shi1,trade,CN,INTERNATIONAL,term,中华人民共和国对外贸易法（2025第二次修订）,第四十四条规定可根据对外贸易调查结果采取适当救济措施；第四十五、四十七、四十八条分别涉及反倾销、反补贴和保障措施。,oll-cn-tax-trade:cn-trade-remedy-measures,cn-trade-remedy-measures,CC-BY-4.0,project_authored,国家根据法定调查和条件，为应对倾销、补贴、进口激增等对国内产业造成的损害或威胁而采取的贸易救济措施。,项目释译，非官方译文；trade remedy measures 是上位概念，具体措施应分别适用各自法定条件。,"中华人民共和国对外贸易法（2025第二次修订） 第41,44,45,47,48条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html"
对外贸易经营者,對外貿易經營者,foreign trade operator,dui4 wai4 mao4 yi4 jing1 ying2 zhe3,trade,CN,INTERNATIONAL,role,中华人民共和国对外贸易法（2025第二次修订）,第十一条以是否依法办理相关登记或执业手续并从事对外贸易活动界定经营者；不能仅以是否为公司判断。,oll-cn-tax-trade:cn-foreign-trade-operator,cn-foreign-trade-operator,CC-BY-4.0,project_authored,依法办理经营主体登记或者其他执业手续，并依有关法律、行政法规从事对外贸易活动的个人或组织。,项目释译，非官方译文；foreign trade operator 对应本法法定主体称谓。,中华人民共和国对外贸易法（2025第二次修订） 第11条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html
对外贸易调查,對外貿易調查,foreign trade investigation,dui4 wai4 mao4 yi4 diao4 cha2,trade,CN,INTERNATIONAL,action,中华人民共和国对外贸易法（2025第二次修订）,第四十一条列举调查事项，第四十二条规定启动公告、问卷、听证、实地或委托调查以及调查报告或处理裁定等程序。,oll-cn-tax-trade:cn-foreign-trade-investigation,cn-foreign-trade-investigation,CC-BY-4.0,project_authored,国务院对外贸易主管部门自行或会同其他有关部门，依法对影响对外贸易秩序、国内产业、贸易壁垒、贸易救济等事项开展的调查。,项目释译，非官方译文；foreign trade investigation 指本法调查机制，不等同于某一种反倾销调查。,"中华人民共和国对外贸易法（2025第二次修订） 第41,42条 https://www.baiyinqu.gov.cn/XZJDBMDW/bmdw/byqswjn/fdzdgknr/lzyj/zcfg/art/2025/art_f4f31ac31bb8407a8b8d6afd5ac8f411.html"
对要约作实质性变更,對要約作實質性變更,make a material alteration to an offer,dui4 yao1 yue1 zuo4 shi2 zhi4 xing4 bian4 geng1,contracts,CN,INTERNATIONAL,action,中华人民共和国民法典（2020）,条文还列出质量、违约责任和解决争议方法等；不能把这种表示当作内容一致的承诺。,oll-cn-contract-phrases:cn-material-change-offer,cn-material-change-offer,CC-BY-4.0,project_authored,受要约人改变标的、数量、价款、履行安排等重要内容，产生新要约的情形。,项目释译，非官方译文；material 在此指实质性，不能译成物质性；本条不是已成立合同的变更。,中华人民共和国民法典（2020） 第488条 https://www.court.gov.cn/zixun/xiangqing/233181.html
